School Year,District Code,District Type,District,School Code,School Type,Organization,Lowest Grade Served,Highest Grade Served,Street1,Street2,City,State,Zip,County,Geocoded Location
2016,36,Regular,Indian River School District,746,PUBLIC,Indian River High School,08,12,29772 Armory Road,,Dagsboro,DE,19939,Sussex,POINT (-75.229646 38.54485)
2016,36,Regular,Indian River School District,748,PUBLIC,Sussex Central High School,09,12,26026 Patriots Way,,Georgetown,DE,19947,Sussex,POINT (-75.324227 38.630759)
2016,36,Regular,Indian River School District,749,PUBLIC,Southern Delaware School of the Arts,KG,08,27 Hosier Street,,Selbyville,DE,19975,Sussex,POINT (-75.225199 38.460502)
2016,36,Regular,Indian River School District,750,PUBLIC,Ennis (Howard T.) School,PK,12,20346 Ennis Road,,Georgetown,DE,199479666,Sussex,POINT (-75.409445 38.69304)
2016,37,Regular,Delmar School District,0,Not Applicable,Delmar School District,PK,12,200 North Eighth Street,,Delmar,DE,199401399,Sussex,POINT (-75.568296 38.459177)
2016,37,Regular,Delmar School District,730,PUBLIC,Delmar High School,09,12,,,Delmar,DE,19940,Sussex,POINT (-75.563206 38.475344)
2016,37,Regular,Delmar School District,733,PUBLIC,Delmar Middle School,05,08,200 N. Eighth Street,,Delmar,DE,19940,Sussex,POINT (-75.568296 38.459177)
2016,38,Regular,New Castle County Vocational-Technical School District,0,Not Applicable,New Castle County Vocational-Technical School District,PK,12,1417 Newport Road,,Wilmington,DE,198043499,New Castle,POINT (-75.628686 39.726125)
2016,38,Regular,New Castle County Vocational-Technical School District,26,PUBLIC,Howard High School of Technology,08,12,401 East 12th Street,,Wilmington,DE,19801,New Castle,POINT (-75.542604 39.745691)
2016,38,Regular,New Castle County Vocational-Technical School District,44,PUBLIC,St. Georges Technical High School,09,12,555 Hyetts Corner Road,,Middletown,DE,19709,New Castle,POINT (-75.664585 39.525024)
2016,38,Regular,New Castle County Vocational-Technical School District,51,PUBLIC,NCC Votech Applicant,08,12,NCC VT School District,1417 Newport Road,Wilmington,DE,19804,New Castle,
2016,38,Regular,New Castle County Vocational-Technical School District,66,PUBLIC,Hodgson (Paul M.) Vocational Technical High School,08,12,2575 Glasgow Avenue,,Newark,DE,19702,New Castle,POINT (-75.743073 39.599367)
2016,38,Regular,New Castle County Vocational-Technical School District,80,PUBLIC,Delcastle Technical High School,08,12,1417 Newport Road,,Wilmington,DE,19804,New Castle,POINT (-75.628686 39.726125)
2016,39,Regular,POLYTECH School District,0,Not Applicable,POLYTECH School District,PK,12,PO Box 22,823 Walnut Shade Road,Woodside,DE,199800022,Kent,
2016,39,Regular,POLYTECH School District,652,PUBLIC,POLYTECH High School,09,13,P.O. Box 97,,Woodside,DE,199800097,Kent,
2016,40,Regular,Sussex Technical School District,0,Not Applicable,Sussex Technical School District,PK,12,PO Box 351,17137 County Seat Highway,Georgetown,DE,199470351,Sussex,
2016,40,Regular,Sussex Technical School District,770,PUBLIC,Sussex Technical High School,09,13,P.O. BOX 351,17099 County Seat Highway,Georgetown,DE,19947,Sussex,
2016,66,Charter,Delaware College Preparatory Academy,565,PUBLIC,Delaware College Preparatory Academy,KG,04,510 West 28th Street,,Wilmington,DE,19802,New Castle,POINT (-75.537509 39.759885)
2016,68,Charter,Delaware Academy of Public Safety and Security,567,PUBLIC,Delaware Academy of Public Safety and Security,09,12,801 North DuPont Highway,,New Castle,DE,19720,New Castle,POINT (-75.585292 39.686271)
2016,69,Charter,Las Americas Aspira Academy,568,PUBLIC,Las Americas ASPIRA Academy,KG,07,326 Ruthar Drive,,Newark,DE,19711,New Castle,POINT (-75.702708 39.688513)
2016,70,Charter,Charter School of Wilmington,295,PUBLIC,Charter School of Wilmington,09,12,100 N. Dupont Rd.,,Wilmington,DE,19807,New Castle,POINT (-75.588396 39.752789)
2016,71,Charter,Positive Outcomes Charter School,570,PUBLIC,Positive Outcomes Charter School,07,12,3337  South DuPont Highway,,Camden,DE,19934,Kent,POINT (-75.539431 39.108518)
2016,72,Charter,East Side Charter School,571,PUBLIC,East Side Charter School,PK,08,3000 North Claymont Street,,Wilmington,DE,19802,New Castle,POINT (-75.523192 39.752153)
2016,73,Charter,Reach Academy for Girls,572,PUBLIC,Reach Academy for Girls,KG,08,170 Lukens Drive,,New Castle,DE,19720,New Castle,POINT (-75.547258 39.678868)
2016,74,Charter,Campus Community Charter School,573,PUBLIC,Campus Community School,KG,08,350 Pear Street,,Dover,DE,19904,Kent,POINT (-75.536389 39.165233)
2016,75,Charter,Moyer (Maurice J.) Academy,574,PUBLIC,Moyer (Maurice J.) Academy,06,12,610 East 17th Street,,Wilmington,DE,19802,New Castle,POINT (-75.536961 39.748522)
2016,76,Charter,Edison (Thomas A.) Charter School,575,PUBLIC,Edison (Thomas A.) Charter School,KG,08,2200 North Locust Street,,Wilmington,DE,19802,New Castle,POINT (-75.533169 39.748364)
2016,77,Charter,Sussex Academy,576,PUBLIC,Sussex Academy of Arts and Sciences,06,12,21150 Airport Road,,Georgetown,DE,19947,Sussex,POINT (-75.367132 38.698008)
2016,79,Charter,Delaware Military Academy,578,PUBLIC,Delaware Military Academy,09,12,112 Middleboro Road,,Wilmington,DE,19804,New Castle,POINT (-75.584824 39.721828)
2016,80,Charter,Family Foundations Academy,579,PUBLIC,Family Foundations Academy,KG,08,170 Lukens Drive,,New Castle,DE,19720,New Castle,POINT (-75.547258 39.678868)
2016,82,Charter,Kuumba Academy Charter School,581,PUBLIC,Kuumba Academy Charter School,KG,06,1200 North French Street,,Wilmington,DE,19801,New Castle,POINT (-75.544451 39.747161)
2016,85,Charter,Academy of Dover Charter School,584,PUBLIC,Academy Of Dover Charter School,KG,05,104 Saulsbury Road,,Dover,DE,19904,Kent,POINT (-75.543811 39.161911)
2016,85,Charter,Academy of Dover Charter School,701,SERVICE,SCOPE - South,06,12,33576 Wilgus Cemetery Road,,Frankford,DE,199459667,Sussex,POINT (-75.164705 38.494648)
2016,86,Charter,Odyssey Charter School,585,PUBLIC,Odyssey Charter School,KG,08,4319 Lancaster Pike,Building 22,Wilmington,DE,19805,New Castle,POINT (-75.600619 39.75741)
2016,87,Charter,Providence Creek Academy Charter School,586,PUBLIC,Providence Creek Academy Charter School,KG,08,273 West Duck Creek,P. O. Box 265,Clayton,DE,19938,Kent,POINT (-75.638843 39.290667)
2016,88,Charter,MOT Charter School,587,PUBLIC,MOT Charter School,KG,11,1275 Cedar Lane Road,,Middletown,DE,19709,New Castle,POINT (-75.686457 39.499532)
2016,89,Charter,Newark Charter School,588,PUBLIC,Newark Charter School,KG,12,2001 Patriot Way,,Newark,DE,19711,New Castle,POINT (-75.775817 39.661813)
2016,92,Charter,Gateway Lab School,543,PUBLIC,Gateway Lab School,03,08,2501 Centerville Road,,Wilmington,DE,19808,New Castle,POINT (-75.624238 39.749453)
2016,9604,Charter,Early College High School at Del State,4040,PUBLIC,Early College High School at Delaware State University,09,12,1570 N DuPont Highway,,Dover,DE,19901,Kent,POINT (-75.550335 39.196022)
2016,9605,Charter,Academia Antonia Alonso,4045,PUBLIC,Academia Antonia Alonso,KG,02,4326 Lancaster Pike,,Wilmington,DE,19805,New Castle,POINT (-75.602169 39.757906)
2016,9606,Charter,First State Montessori Academy,4050,PUBLIC,First State Montessori Academy,KG,05,1000 North French Street,,Wilmington,DE,19801,New Castle,POINT (-75.545933 39.744989)
2016,9609,Charter,Delaware Design-Lab High School,4065,PUBLIC,Delaware Design-Lab High School,09,10,179 Stanton Christiana Road,,Newark,DE,19702,New Castle,POINT (-75.657674 39.677081)
2016,9610,Charter,Delaware Stem Academy,4070,PUBLIC,Delaware STEM Academy,09,10,109 Lukens Drive,,New Castle,DE,19720,New Castle,POINT (-75.546344 39.68546)
2016,9611,Charter,Great Oaks Charter School,4075,PUBLIC,Great Oaks Charter School,06,12,1200 North French St,,Wilmington,DE,19801,New Castle,POINT (-75.544451 39.747161)
2016,9612,Charter,Freire Charter School,4080,PUBLIC,Freire Charter School,08,12,201 W 14th Street,,Wilmington,DE,19801,New Castle,POINT (-75.546802 39.749746)
2017,0,Not Applicable,State of Delaware,0,Not Applicable,State of Delaware,PK,12,401 Federal Street,Suite 2,Dover,DE,199013639,Kent,POINT (-75.522463 39.157846)
2017,10,Regular,Caesar Rodney School District,0,Not Applicable,Caesar Rodney School District,PK,12,7 Front Street,,Wyoming,DE,19934,Kent,POINT (-75.552746 39.119536000000004)
2017,10,Regular,Caesar Rodney School District,610,PUBLIC,Allen Frear Elementary School,01,05,238 Sorghum Mill Road,,Camden-Wyoming,DE,19934,Kent,POINT (-75.512694 39.102472)
2017,10,Regular,Caesar Rodney School District,611,PUBLIC,J. Ralph McIlvaine Early Childhood Center,KG,KG,11 East Walnut Street,,Magnolia,DE,19962,Kent,POINT (-75.475067 39.072358)
2017,10,Regular,Caesar Rodney School District,612,PUBLIC,Major George S. Welch Elementary School,01,05,3100 Hawthorne Drive,,Dover,DE,19901,Kent,
2017,10,Regular,Caesar Rodney School District,615,PUBLIC,Kent County Elementary Intensive Learning Center,KG,05,5 Old North Road,,Camden-Wyoming,DE,19934,Kent,POINT (-75.55001 39.11888)
2017,10,Regular,Caesar Rodney School District,616,PUBLIC,Nellie Hughes Stokes Elementary School,01,05,3874 Upper King Road,,Dover,DE,19904,Kent,POINT (-75.553997 39.101762)
2017,10,Regular,Caesar Rodney School District,618,PUBLIC,Star Hill Elementary School,01,05,594 Voshells Mill/Star Hill Road,,Dover,DE,19901,Kent,POINT (-75.533221 39.099764)
2017,10,Regular,Caesar Rodney School District,620,PUBLIC,W. B. Simpson Elementary School,01,05,5 Old North Road,,Camden,DE,19934,Kent,POINT (-75.55001 39.11888)
2017,10,Regular,Caesar Rodney School District,621,PUBLIC,F. Niel Postlethwait Middle School,06,08,2841 South State Street,,Camden,DE,19934,Kent,POINT (-75.51255 39.099045000000004)
2017,10,Regular,Caesar Rodney School District,622,PUBLIC,W. Reily Brown Elementary School,01,05,360 Webbs Lane,,Dover,DE,199045438,Kent,POINT (-75.538851 39.132505)
2017,10,Regular,Caesar Rodney School District,625,PUBLIC,Fred Fifer III Middle School,06,08,109 E. Camden-Wyoming Avenue,,Camden,DE,19934,Kent,POINT (-75.552243 39.115774)
2017,10,Regular,Caesar Rodney School District,626,PUBLIC,Caesar Rodney High School,09,12,239 Old North Road,,Camden,DE,19934,Kent,POINT (-75.542247 39.117947)
2017,10,Regular,Caesar Rodney School District,628,PUBLIC,Dover Air Force Base Middle School,06,08,3100 Hawthorne Drive,,Dover,DE,199015391,Kent,
2017,10,Regular,Caesar Rodney School District,630,PUBLIC,John S. Charlton School,PK,12,278 Sorghum Mill Road,,Camden-Wyoming,DE,19934,Kent,POINT (-75.511599 39.103214)
2017,13,Regular,Capital School District,0,Not Applicable,Capital School District,PK,12,198 Commerce Way,,Dover,DE,199043498,Kent,POINT (-75.550289 39.151133)
2017,13,Regular,Capital School District,632,PUBLIC,East Dover Elementary School,PR,04,852 S. Little Creek Rd,,Dover,DE,19901,Kent,POINT (-75.503842 39.157116)
2017,13,Regular,Capital School District,634,PUBLIC,South Dover Elementary School,PR,04,955 S. State Street,,Dover,DE,19901,Kent,POINT (-75.522429 39.148511)
2017,13,Regular,Capital School District,635,PUBLIC,North Dover Elementary School,KG,04,855 College Road,,Dover,DE,19904,Kent,
2017,13,Regular,Capital School District,638,PUBLIC,Fairview Elementary School,PK,04,700 Walker Road,,Dover,DE,19904,Kent,POINT (-75.538645 39.171171)
2017,13,Regular,Capital School District,640,PUBLIC,Hartly Elementary School,PK,04,2617 Arthursville Road,,Hartly,DE,19953,Kent,POINT (-75.716075 39.165851)
2017,13,Regular,Capital School District,642,PUBLIC,Towne Point Elementary School,KG,04,629 Buckson Drive,,Dover,DE,19901,Kent,POINT (-75.521163 39.176529)
2017,13,Regular,Capital School District,644,PUBLIC,Central Middle School,07,08,211 Delaware Avenue,,Dover,DE,19901,Kent,POINT (-75.521796 39.163887)
2017,13,Regular,Capital School District,646,PUBLIC,William Henry Middle School,05,06,65 Carver Road,,Dover,DE,19904,Kent,POINT (-75.541609 39.160207)
2017,13,Regular,Capital School District,648,PUBLIC,Dover High School,09,12,One Dover High Drive,,Dover,DE,19904,Kent,
2017,13,Regular,Capital School District,649,PUBLIC,Capital Intensive Learning Center,KG,12,,,,,,Kent,
2017,13,Regular,Capital School District,655,PUBLIC,KCSILC,06,12,631 Ridgely Street,Suite 19,Dover,DE,19904,Kent,POINT (-75.53709 39.16319)
2017,15,Regular,Lake Forest School District,0,Not Applicable,Lake Forest School District,PK,12,5423 Killens Pond Road,,Felton,DE,199439801,Kent,POINT (-75.554039 38.988941)
2017,15,Regular,Lake Forest School District,658,PUBLIC,Lake Forest East Elementary,KG,04,124 West Front Street,,Frederica,DE,19946,Kent,POINT (-75.473261 39.007606)
2017,15,Regular,Lake Forest School District,659,PUBLIC,Lake Forest  ILC,06,12,101 W. Center Street,,Harrington,DE,19952,Kent,POINT (-75.581466 38.928074)
2017,15,Regular,Lake Forest School District,660,PUBLIC,Lake Forest North Elementary,PK,04,319 E. Main Street,,Felton,DE,19943,Kent,POINT (-75.570347 39.007059)
2017,15,Regular,Lake Forest School District,662,PUBLIC,Lake Forest South Elementary,KG,04,301 Dorman Street,,Harrington,DE,19952,Kent,POINT (-75.581711 38.929801)
2017,15,Regular,Lake Forest School District,663,PUBLIC,Delaware Early Childhood Center,PK,PK,100 W. Mispillion St.,,Harrington,DE,19952,Kent,POINT (-75.582943 38.922336)
2017,15,Regular,Lake Forest School District,664,PUBLIC,W.T. Chipman Middle School,06,08,101 W. Center St.,,Harrington,DE,19952,Kent,POINT (-75.581466 38.928074)
2017,15,Regular,Lake Forest School District,665,PUBLIC,Lake Forest High School,08,12,5407 Killen's Pond Rd.,,Felton,DE,19943,Kent,POINT (-75.551985 38.989322)
2017,15,Regular,Lake Forest School District,669,PUBLIC,Lake Forest Central Elementary,04,05,5424 Killen's Pond Rd.,,Felton,DE,19943,Kent,POINT (-75.552158 38.989296)
2017,16,Regular,Laurel School District,0,Not Applicable,Laurel School District,PK,12,1160 South Central Avenue,,Laurel,DE,199561413,Sussex,POINT (-75.569482 38.542518)
2017,16,Regular,Laurel School District,752,PUBLIC,North Laurel Elementary,02,04,300 Wilson Street,,Laurel,DE,19956,Sussex,POINT (-75.570367 38.566507)
2017,16,Regular,Laurel School District,753,PUBLIC,Paul L. Dunbar Elementary,PK,01,499 W. Sixth Street,,Laurel,DE,19956,Sussex,POINT (-75.581982 38.557111)
2017,16,Regular,Laurel School District,756,PUBLIC,Laurel Senior High School,09,12,1133 S. Central Ave,,Laurel,DE,19956,Sussex,
2017,16,Regular,Laurel School District,781,PUBLIC,Laurel Intensive Learning Centers,09,12,,,,,,Sussex,
2017,16,Regular,Laurel School District,782,PUBLIC,Laurel Middle School,05,08,1131 S .Central Ave,,Laurel,DE,19956,Sussex,POINT (-75.569431 38.546069)
2017,17,Regular,Cape Henlopen School District,0,Not Applicable,Cape Henlopen School District,PK,12,1270 Kings Highway,,Lewes,DE,199581798,Sussex,POINT (-75.148979 38.754341)
2017,17,Regular,Cape Henlopen School District,559,PUBLIC,CAREER OPPORTUNITIES,09,12,NOT SPECIFIED,,NOT SPECIFIED,DE,199000000,Sussex,
2017,17,Regular,Cape Henlopen School District,710,PUBLIC,H. O. BRITTINGHAM ES,PK,05,400 Mulberry St,,Milton,DE,19968,Sussex,POINT (-75.315392 38.781549)
2017,17,Regular,Cape Henlopen School District,712,PUBLIC,RICHARD A. SHIELDS ES,PR,05,910 Shields Avenue,,Lewes,DE,199580000,Sussex,POINT (-75.14724 38.767868)
2017,17,Regular,Cape Henlopen School District,720,PUBLIC,MARINER MIDDLE SCHOOL,05,08,16391 Harbeson Road,,Milton,DE,199680000,Sussex,POINT (-75.313328 38.762677)
2017,17,Regular,Cape Henlopen School District,721,PUBLIC,MILTON ELEMENTARY SCHOOL,PK,05,512 Federal Street,,Milton,DE,19968,Sussex,POINT (-75.31437 38.771463)
2017,17,Regular,Cape Henlopen School District,722,PUBLIC,REHOBOTH ES,PK,06,500 Stockley Street,,Rehoboth Beach,DE,19971,Sussex,POINT (-75.08778 38.709998)
2017,17,Regular,Cape Henlopen School District,724,PUBLIC,BEACON MIDDLE SCHOOL,04,08,19483 John J. Williams Highway,,Lewes,DE,19958,Sussex,POINT (-75.150958 38.71504)
2017,17,Regular,Cape Henlopen School District,726,PUBLIC,Cape Henlopen High School,08,12,1250 Kings Highway,,Lewes,DE,19958,Sussex,POINT (-75.147192 38.75787)
2017,17,Regular,Cape Henlopen School District,728,PUBLIC,Sussex Consortium,PK,12,820 Savannah Road,,Lewes,DE,19958,Sussex,POINT (-75.145498 38.768336)
2017,18,Regular,Milford School District,0,Not Applicable,Milford School District,PK,12,906 Lakeview Avenue,,Milford,DE,199631799,Kent,POINT (-75.439076 38.902471)
2017,18,Regular,Milford School District,668,PUBLIC,Benjamin Banneker Elem School,01,05,449 North Street,,Milford,DE,19963,Kent,POINT (-75.432246 38.919526)
2017,18,Regular,Milford School District,670,PUBLIC,E I Morris Early Childhood Center,PR,KG,,,Lincoln,DE,19960,Kent,POINT (-75.4094 38.854423)
2017,18,Regular,Milford School District,672,PUBLIC,Lulu M. Ross Elementary School,02,05,310 Lovers Lane,,Milford,DE,19963,Kent,POINT (-75.41705500000002 38.906071)
2017,18,Regular,Milford School District,673,PUBLIC,Mispillion Elementary School,01,05,311 Lovers Lane,,Milford,DE,19963,Kent,POINT (-75.417019 38.906194)
2017,18,Regular,Milford School District,675,PUBLIC,Milford Central Academy,06,08,1021 N Walnut St,,Milford,DE,19963,Kent,POINT (-75.429405 38.929843)
2017,18,Regular,Milford School District,678,PUBLIC,Milford High School,09,12,1019 North Walnut Street,,Milford,DE,19963,Kent,POINT (-75.429393 38.929757)
2017,18,Regular,Milford School District,679,PUBLIC,Lakeview ILC,PK,12,,,,DE,19963,Kent,POINT (-75.405287 38.921542)
2017,23,Regular,Seaford School District,0,Not Applicable,Seaford School District,PK,12,390 North Market Street Extend,,Seaford,DE,199732612,Sussex,POINT (-75.61483600000001 38.652236)
2017,23,Regular,Seaford School District,759,PUBLIC,Seaford Central Elementary,PR,05,1 Delaware Place,,Seaford,DE,19973,Sussex,POINT (-75.616261 38.650668)
2017,23,Regular,Seaford School District,760,PUBLIC,West Seaford Elementary,KG,02,511 Sussex Avenue,,Seaford,DE,19973,Sussex,POINT (-75.632577 38.643511)
2017,23,Regular,Seaford School District,761,PUBLIC,Blades Elementary,KG,02,"900 S Arch Street, Blades",,Seaford,DE,19973,Sussex,POINT (-75.606982 38.630855)
2017,23,Regular,Seaford School District,762,PUBLIC,Frederick Douglass Elementary,PR,05,1 Swain Road,,Seaford,DE,19973,Sussex,POINT (-75.604797 38.644927)
2017,23,Regular,Seaford School District,764,PUBLIC,Seaford Middle School,06,08,500 E Stein Hwy,,Seaford,DE,19973,Sussex,POINT (-75.611515 38.647746)
2017,23,Regular,Seaford School District,766,PUBLIC,Seaford High School,09,12,399 N. Market St. Ext.,,Seaford,DE,19973,Sussex,POINT (-75.614716 38.651765000000005)
2017,24,Regular,Smyrna School District,0,Not Applicable,Smyrna School District,PK,12,82 Monrovia Avenue,,Smyrna,DE,19977,Kent,POINT (-75.601698 39.300472)
2017,24,Regular,Smyrna School District,680,PUBLIC,Clayton Elementary School,KG,04,510 West Main Street,,Clayton,DE,19938,Kent,POINT (-75.638376 39.288862)
2017,24,Regular,Smyrna School District,681,PUBLIC,Sunnyside Elementary School,KG,04,123 Rabbit Chase Rd,,Smyrna,DE,19977,Kent,POINT (-75.612522 39.272426)
2017,24,Regular,Smyrna School District,682,PUBLIC,Smyrna Elementary School,KG,04,121 South School Lane,,Smyrna,DE,19977,Kent,POINT (-75.607611 39.296133)
2017,24,Regular,Smyrna School District,684,PUBLIC,North Smyrna Elementary School,PR,06,365 North Main Street,,Smyrna,DE,19977,Kent,POINT (-75.612411 39.304932)
2017,24,Regular,Smyrna School District,685,PUBLIC,Smyrna Middle School,06,08,700 Duck Creek Parkway,,Smyrna,DE,19977,Kent,POINT (-75.625335 39.303255)
2017,24,Regular,Smyrna School District,686,PUBLIC,John Bassett Moore Intermediate School,05,06,20 West Frazier Street,,Smyrna,DE,19977,Kent,POINT (-75.60456 39.298095)
2017,24,Regular,Smyrna School District,687,PUBLIC,Smyrna ILC,01,12,,,,,,Kent,
2017,24,Regular,Smyrna School District,688,PUBLIC,Smyrna High School,09,12,500 Duck Creek Parkway,,Smyrna,DE,19977,Kent,POINT (-75.628664 39.300747)
2017,24,Regular,Smyrna School District,696,PUBLIC,Clayton Intermediate School,05,06,86 Sorrento Drive,,Clayton,DE,19938,Kent,POINT (-75.645461 39.272413)
2017,29,Regular,Appoquinimink School District,0,Not Applicable,Appoquinimink School District,PK,12,Tony Marchio Building,313 South Fifth Street,Odessa,DE,197304010,New Castle,
2017,29,Regular,Appoquinimink School District,10,PUBLIC,Silver Lake Elementary School,KG,05,200 E. Cochran Street,,Middletown,DE,19709,New Castle,POINT (-75.711045 39.447971)
2017,29,Regular,Appoquinimink School District,11,PUBLIC,Cedar Lane Elementary School,01,05,1259 Cedar Lane Road,,Middletown,DE,19709,New Castle,POINT (-75.685536 39.501608)
2017,29,Regular,Appoquinimink School District,13,PUBLIC,Appoquinimink PreSchool Center,PR,PK,502 S. Broad Street,,Middletown,DE,19709,New Castle,POINT (-75.715383 39.444471)
2017,29,Regular,Appoquinimink School District,14,PUBLIC,Townsend Elementary School,01,05,"126 Main Street, PO Box 369",,Townsend,DE,19734,New Castle,POINT (-75.688303 39.396451)
2017,29,Regular,Appoquinimink School District,16,PUBLIC,Louis L. Redding Middle School,06,08,201 New Street,,Middletown,DE,19709,New Castle,POINT (-75.708395 39.453013)
2017,29,Regular,Appoquinimink School District,17,PUBLIC,Everett Meredith Middle School,06,08,504 S. Broad Street,,Middletown,DE,19709,New Castle,POINT (-75.715025 39.443084)
2017,29,Regular,Appoquinimink School District,18,PUBLIC,Middletown High School,08,12,120 Silver Lake Road,,Middletown,DE,19709,New Castle,POINT (-75.696015 39.448071)
2017,29,Regular,Appoquinimink School District,20,PUBLIC,Olive B. Loss Elementary School,01,05,200 Brennan Boulevard,,Bear,DE,19701,New Castle,POINT (-75.742184 39.559691)
2017,29,Regular,Appoquinimink School District,21,PUBLIC,Brick Mill Elementary School,01,05,378 Brick Mill Road,,Middletown,DE,19709,New Castle,POINT (-75.687795 39.458673)
2017,29,Regular,Appoquinimink School District,22,PUBLIC,Cedar Lane Early Childhood Center,PK,KG,1221 Cedar Lane Road,,Middletown,DE,19709,New Castle,POINT (-75.685075 39.502618)
2017,29,Regular,Appoquinimink School District,23,PUBLIC,Alfred G. Waters Middle School,06,08,1235 Cedar Lane Road,,Middletown,DE,19709,New Castle,POINT (-75.685415 39.501873)
2017,29,Regular,Appoquinimink School District,24,PUBLIC,Appoquinimink High School,09,12,1080 Bunker Hill Road,,Middletown,DE,19709,New Castle,POINT (-75.738278 39.454537)
2017,29,Regular,Appoquinimink School District,27,PUBLIC,Townsend Early Childhood Center,PK,KG,10 Brook Ramble Lane,,Townsend,DE,19734,New Castle,POINT (-75.685285 39.395649)
2017,29,Regular,Appoquinimink School District,28,PUBLIC,Bunker Hill Elementary School,01,05,1070 Bunker Hill Road,,Middletown,DE,19709,New Castle,POINT (-75.736949 39.453763)
2017,29,Regular,Appoquinimink School District,29,PUBLIC,Spring Meadow Early Childhood Center,PR,KG,611 Campus Drive,,Townsend,DE,19734,New Castle,
2017,29,Regular,Appoquinimink School District,32,PUBLIC,Old State Elementary School,01,05,580 Tony Marchio Drive,,Townsend,DE,19734,New Castle,
2017,31,Regular,Brandywine School District,0,Not Applicable,Brandywine School District,PK,12,1311 Brandywine Boulevard,,Wilmington,DE,19809,New Castle,POINT (-75.495076 39.769684)
2017,31,Regular,Brandywine School District,110,PUBLIC,Hanby Elementary School,KG,05,2523 Berwyn Road,,Wilmington,DE,19810,New Castle,POINT (-75.52614 39.81951)
2017,31,Regular,Brandywine School District,112,PUBLIC,Carrcroft Elementary School,KG,05,503 Crest Road,,Wilmington,DE,19803,New Castle,POINT (-75.501783 39.787397)
2017,31,Regular,Brandywine School District,124,PUBLIC,Forwood Elementary School,KG,05,1900 Westminster Drive,,Wilmington,DE,19810,New Castle,POINT (-75.503941 39.807899)
2017,31,Regular,Brandywine School District,128,PUBLIC,Lancashire Elementary School,KG,05,2000 Naamans Road,,Wilmington,DE,19810,New Castle,POINT (-75.49309400000001 39.823606)
2017,31,Regular,Brandywine School District,130,PUBLIC,Lombardy Elementary School,KG,05,412 Foulk Road,,Wilmington,DE,19803,New Castle,POINT (-75.536688 39.785595)
2017,31,Regular,Brandywine School District,132,PUBLIC,Maple Lane Elementary School,KG,06,100 Maple Lane,,Claymont,DE,19703,New Castle,POINT (-75.471947 39.793202)
2017,31,Regular,Brandywine School District,150,PUBLIC,Brandywine Community School,04,06,720 West 37th Street,,Wilmington,DE,19802,New Castle,POINT (-75.531055 39.766574)
2017,31,Regular,Brandywine School District,151,PUBLIC,Claymont Elementary School,KG,05,3401 Green Street,,Claymont,DE,19703,New Castle,POINT (-75.46449 39.802354)
2017,31,Regular,Brandywine School District,156,PUBLIC,Harlan Elementary School,KG,05,3601 Jefferson Street,,Wilmington,DE,19802,New Castle,POINT (-75.529496 39.762742)
2017,31,Regular,Brandywine School District,170,PUBLIC,P.S. duPont Middle School,06,08,701 West 34th Street,,Wilmington,DE,19802,New Castle,POINT (-75.534181 39.763792)
2017,31,Regular,Brandywine School District,176,PUBLIC,Mt. Pleasant Elementary School,KG,05,500 Duncan Road,,Wilmington,DE,19809,New Castle,POINT (-75.496154 39.771327)
2017,31,Regular,Brandywine School District,178,PUBLIC,Springer Middle School,06,08,2220 Shipley Road,,Wilmington,DE,19803,New Castle,POINT (-75.535119 39.805231)
2017,31,Regular,Brandywine School District,180,PUBLIC,Talley Middle School,06,08,1110 Cypress Road,,Wilmington,DE,19810,New Castle,POINT (-75.47115 39.822396)
2017,31,Regular,Brandywine School District,190,PUBLIC,Brandywine High School,09,12,1400 Foulk Road,,Wilmington,DE,19803,New Castle,POINT (-75.523005 39.799717)
2017,31,Regular,Brandywine School District,194,PUBLIC,Concord High School,09,12,2501 Ebright Road,,Wilmington,DE,19810,New Castle,POINT (-75.52398 39.82944500000001)
2017,31,Regular,Brandywine School District,196,PUBLIC,Mt. Pleasant High School,09,12,5201 Washington Street Extension,,Wilmington,DE,19809,New Castle,POINT (-75.505287 39.771709)
2017,31,Regular,Brandywine School District,510,PUBLIC,Bush School,PK,KG,2523 Berwyn Road,,Wilmington,DE,19810,New Castle,POINT (-75.52614 39.81951)
2017,32,Regular,Red Clay Consolidated School District,0,Not Applicable,Red Clay Consolidated School District,PK,12,1502 Spruce Avenue,,Wilmington,DE,19805,New Castle,POINT (-75.60065 39.743656)
2017,32,Regular,Red Clay Consolidated School District,203,PUBLIC,Red Clay Alternative Program,KG,08,1502 Spruce Avenue,,Wilmington,DE,19805,New Castle,POINT (-75.60065 39.743656)
2017,32,Regular,Red Clay Consolidated School District,240,PUBLIC,Forest Oak Elementary School,KG,05,55 S. Meadowood Drive,,Newark,DE,19711,New Castle,POINT (-75.682954 39.706125)
2017,32,Regular,Red Clay Consolidated School District,242,PUBLIC,Heritage Elementary School,KG,05,2815 Highlands Lane,,Wilmington,DE,19808,New Castle,POINT (-75.684361 39.722279)
2017,32,Regular,Red Clay Consolidated School District,244,PUBLIC,Highlands Elementary School,KG,05,2100 Gilpin Avenue,,Wilmington,DE,19806,New Castle,POINT (-75.56563 39.762405)
2017,32,Regular,Red Clay Consolidated School District,246,PUBLIC,William C. Lewis Dual Language Elementary School,KG,05,920 N. Van Buren Street,,Wilmington,DE,19806,New Castle,POINT (-75.558867 39.749152)
